ID,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
422,Cash loans,F,N,N,0,135000,328405.5,26460,283500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.020246,-10293,-1122,-3896,-2824,,1,1,0,1,0,0,Core staff,1,3,3,MONDAY,12,0,0,0,0,1,1,School,0.16768501,0.167258556,0.562060483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
423,Cash loans,F,N,Y,0,157500,1305000,28813.5,1305000,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.019689,-17801,-3046,-8766,-1345,,1,1,0,1,0,0,Managers,2,2,2,WEDNESDAY,12,0,0,0,0,1,1,Government,0.557809886,0.710277359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
424,Cash loans,F,N,N,0,157500,545040,36553.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-15629,-4251,-2242,-4195,,1,1,1,1,1,0,Sales staff,2,3,3,WEDNESDAY,9,0,0,0,0,0,0,Trade: type 1,0.128147546,0.53496565,0.141991543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
425,Cash loans,F,Y,Y,0,243000,497520,59175,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-17419,-1708,-1647,-938,4,1,1,0,1,0,0,Accountants,2,1,1,THURSDAY,12,0,1,1,0,0,0,Medicine,,0.724436605,0.556727426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,Cash loans,M,Y,Y,5,112500,472500,46161,454500,Family,Working,Higher education,Married,House / apartment,0.030755,-12846,-3532,-3651,-4359,16,1,1,0,1,0,0,Security staff,7,2,2,SATURDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.480532592,0.561556876,0.732403323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,Cash loans,M,Y,Y,0,180000,729792,39721.5,630000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010147,-12082,-972,-9286,-3414,10,1,1,0,1,1,0,Drivers,1,2,2,TUESDAY,13,0,0,0,0,0,0,Other,0.283766026,0.207863657,0.595456203,0.2928,0.2172,0.9871,0.8232,0.0506,0.32,0.2759,0.3333,0.375,0.1587,0.237,0.3028,0.0077,0.0043,0.2983,0.2254,0.9871,0.8301,0.051,0.3222,0.2759,0.3333,0.375,0.1624,0.259,0.3155,0.0078,0.0046,0.2956,0.2172,0.9871,0.8256,0.0509,0.32,0.2759,0.3333,0.375,0.1615,0.2411,0.3083,0.0078,0.0044,org spec account,block of flats,0.2668,Panel,No,0,0,0,0,-485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,Cash loans,F,N,N,1,81000,143910,17208,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15295,-780,-8319,-4449,,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.307463633,0.650491408,0.474051289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,Revolving loans,F,Y,N,0,180000,1350000,67500,1350000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.032561,-8782,-99,-4489,-1443,1,1,1,0,1,1,0,Private service staff,2,1,1,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.448901619,0.697706225,,0.1165,0.0992,0.9781,0.7008,,0.0664,0.1493,0.2221,,0.08,,0.1103,,0.0791,0.084,0.0826,0.9782,0.7125,,0,0.1379,0.1667,,0.056,,0.0717,,0.0667,0.0833,0.0807,0.9781,0.7048,,0,0.1379,0.1667,,0.0846,,0.0706,,0.0643,,block of flats,0.1756,Panel,No,1,0,1,0,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
430,Cash loans,F,Y,N,0,360000,2013840,55377,1800000,Unaccompanied,Working,Higher education,Married,House / apartment,0.008474,-9909,-747,-4692,-2283,1,1,1,0,1,0,0,Managers,2,2,2,MONDAY,13,0,0,0,1,1,1,Business Entity Type 3,,0.514643508,0.215182404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,Revolving loans,M,N,Y,0,450000,1237500,61875,1237500,Family,Working,Higher education,Married,House / apartment,0.020713,-11538,-576,-83,-3479,,1,1,0,1,0,0,Managers,2,3,3,FRIDAY,8,0,0,0,1,1,0,Industry: type 9,,0.451028393,0.759712182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
432,Cash loans,F,N,Y,0,54000,58500,2943,58500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.028663,-21008,365243,-2403,-4550,,1,0,0,1,0,0,,1,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.411415255,0.712155155,0.1433,0.1158,0.994,0.9184,0.0241,0,0.2759,0.1667,0.2083,0.0918,0.1168,0.1234,0,0,0.1387,0.0833,0.993,0.9085,0.0233,0,0.1034,0.1667,0.2083,0.0813,0.1212,0.1068,0,0,0.1447,0.1158,0.994,0.9195,0.0242,0,0.2759,0.1667,0.2083,0.0934,0.1189,0.1256,0,0,reg oper account,block of flats,0.0943,"Stone, brick",No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Cash loans,F,Y,Y,2,90000,306000,16020,306000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-13907,-1220,-7960,-4109,19,1,1,0,1,0,0,Sales staff,4,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.706151688,,0.2046,0.1274,0.9935,0.9932,0.0665,0.2,0.1379,0.4792,0.6667,,0.1513,0.19,0.0039,0.0188,0.1901,0.1322,0.9876,0.9935,0.0671,0.1611,0.069,0.3333,0.6667,,0.1653,0.1606,0.0039,0,0.2066,0.1274,0.9935,0.9933,0.0669,0.2,0.1379,0.4792,0.6667,,0.1539,0.1934,0.0039,0.0192,,block of flats,0.1707,Monolithic,No,3,2,3,2,-323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
434,Cash loans,M,N,Y,2,198000,755190,36459,675000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-13540,-5312,-133,-4126,,1,1,0,1,0,0,Core staff,4,2,2,FRIDAY,10,0,0,0,0,0,0,Police,,0.721853583,0.508286991,0.0619,0.0702,0.9791,0.7144,0.0079,0,0.1379,0.1667,0.2083,0.065,0.0504,0.0559,0,0,0.063,0.0728,0.9791,0.7256,0.008,0,0.1379,0.1667,0.2083,0.0665,0.0551,0.0583,0,0,0.0625,0.0702,0.9791,0.7182,0.008,0,0.1379,0.1667,0.2083,0.0661,0.0513,0.0569,0,0,reg oper account,block of flats,0.0483,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,Revolving loans,F,N,Y,0,135000,270000,13500,270000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-14341,-4254,-6649,-4122,,1,1,0,1,0,0,Core staff,2,2,2,MONDAY,14,0,0,0,0,0,0,Transport: type 2,0.768991753,0.202708752,0.644679455,0.0773,0.0596,0.9762,,,0,0.1379,0.1667,,0.0463,,0.0594,,0.0144,0.0788,0.0618,0.9762,,,0,0.1379,0.1667,,0.0474,,0.0618,,0.0153,0.0781,0.0596,0.9762,,,0,0.1379,0.1667,,0.0471,,0.0604,,0.0147,,block of flats,0.0542,"Stone, brick",No,3,2,3,0,-299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Cash loans,M,Y,Y,0,99000,284400,13833,225000,Family,State servant,Higher education,Married,House / apartment,0.018209,-19507,-11283,-1485,-3047,18,1,1,1,1,1,0,Core staff,2,3,3,WEDNESDAY,6,0,0,0,0,0,0,School,,0.273250076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
437,Cash loans,M,Y,Y,2,180000,1125000,33025.5,1125000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.0228,-15315,-7045,-1396,-1623,3,1,1,0,1,1,0,Laborers,4,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.708162323,0.29859499,0.0361,0.032,0.9851,0.796,0.0072,0.04,0.0345,0.3333,0.375,0.0135,0.0286,0.0365,0.0039,0.0037,0.0368,0.0332,0.9851,0.804,0.0073,0.0403,0.0345,0.3333,0.375,0.0138,0.0312,0.0381,0.0039,0.0039,0.0364,0.032,0.9851,0.7987,0.0073,0.04,0.0345,0.3333,0.375,0.0137,0.0291,0.0372,0.0039,0.0038,reg oper account,block of flats,0.0417,"Stone, brick",No,12,0,12,0,-624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
438,Cash loans,F,N,Y,0,157500,712858.5,31531.5,576000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.04622,-22329,365243,-13585,-4149,,1,0,0,1,0,0,,1,1,1,SUNDAY,15,0,0,0,0,0,0,XNA,,0.377254167,,,0.0747,0.9796,,,0,0.1034,0.1667,,,,0.0726,,,,0.0776,0.9796,,,0,0.1034,0.1667,,,,0.0756,,,,0.0747,0.9796,,,0,0.1034,0.1667,,,,0.0739,,,,block of flats,0.0662,"Stone, brick",No,1,1,1,1,-108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
439,Revolving loans,F,Y,Y,1,157500,225000,11250,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-15981,-959,-1071,-4271,2,1,1,0,1,0,0,Accountants,3,2,2,WEDNESDAY,17,0,0,0,0,0,0,Self-employed,0.630336677,0.733098262,0.67224289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
440,Cash loans,F,N,N,0,225000,545040,39627,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.00963,-17027,-2007,-1218,-578,,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,15,0,0,0,1,0,1,Self-employed,0.632854194,0.547897635,0.275000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
441,Cash loans,M,N,Y,2,247500,521280,31630.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-12057,-1960,-4628,-3585,,1,1,0,1,0,0,Laborers,4,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.230279596,0.586740009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
442,Revolving loans,F,N,Y,3,139500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-12058,-3104,-590,-3251,,1,1,1,1,0,0,,5,2,2,SATURDAY,10,0,0,0,0,1,1,Industry: type 2,0.509627857,0.49132679,0.622922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Cash loans,M,N,Y,0,76500,634482,18549,454500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020713,-21878,-3050,-3702,-3892,,1,1,0,1,0,0,,1,3,3,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.594364378,0.621829337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
444,Cash loans,M,N,N,2,135000,640080,31261.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-17534,-1555,-7558,-1080,,1,1,0,1,1,0,,4,2,2,THURSDAY,10,0,0,0,0,0,0,Other,0.239415359,0.49769487,,0.0969,0.0866,0.9806,0.7348,,0,0.2069,0.1667,0.2083,0.0592,0.079,0.0876,0,0.011,0.0987,0.0899,0.9806,0.7452,,0,0.2069,0.1667,0.2083,0.0605,0.0863,0.0913,0,0.0117,0.0978,0.0866,0.9806,0.7383,,0,0.2069,0.1667,0.2083,0.0602,0.0804,0.0892,0,0.0112,reg oper spec account,block of flats,0.0689,Panel,No,3,0,2,0,-1893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
445,Cash loans,F,N,Y,0,112500,1054773,34987.5,945000,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029,-16900,-4687,-6312,-433,,1,1,0,1,0,0,Laborers,2,3,3,MONDAY,10,0,0,0,0,0,0,Other,0.5044998,0.600044658,0.859924176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,-2064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
446,Cash loans,F,N,N,0,121500,298512,17266.5,270000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00496,-21266,365243,-11062,-4730,,1,0,0,1,1,0,,1,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.742145926,,0.2598,0.1125,0.9846,,,0.28,0.2414,0.3333,,0.1763,,0.1644,,0.007,0.2647,0.1168,0.9846,,,0.282,0.2414,0.3333,,0.1803,,0.1712,,0.0075,0.2623,0.1125,0.9846,,,0.28,0.2414,0.3333,,0.1793,,0.1673,,0.0072,,block of flats,0.2237,"Stone, brick",No,0,0,0,0,-162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
447,Cash loans,F,N,Y,0,126000,675000,32602.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-19475,-1617,-3586,-3016,,1,1,0,1,1,0,Sales staff,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.679793054,0.52629494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
448,Cash loans,F,N,Y,0,157500,814041,23931,679500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00823,-12249,-1264,-4680,-1329,,1,1,0,1,0,0,Accountants,2,2,2,TUESDAY,17,0,0,0,0,1,1,Other,0.491115626,0.74071217,0.401407414,,,0.9886,,,,0.1379,0.1667,,,,0.0657,,,,,0.9886,,,,0.1379,0.1667,,,,0.0685,,,,,0.9886,,,,0.1379,0.1667,,,,0.0669,,,,,0.0517,,No,0,0,0,0,-914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
449,Cash loans,M,N,Y,2,180000,948582,30730.5,679500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005313,-17878,-764,-2655,-1434,,1,1,0,1,0,0,,4,2,2,THURSDAY,11,1,1,0,0,0,0,Trade: type 7,,0.543929633,0.445396242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,Cash loans,F,N,Y,0,157500,288562.5,19282.5,261000,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.004849,-22742,365243,-3274,-3323,,1,0,0,1,0,0,,1,2,2,MONDAY,14,0,0,0,0,0,0,XNA,,0.389655867,0.52629494,0.0062,,0.9518,,,,0.069,0.0417,,,,0.003,,,0.0063,,0.9518,,,,0.069,0.0417,,,,0.0031,,,0.0062,,0.9518,,,,0.069,0.0417,,,,0.0031,,,,block of flats,0.0035,"Stone, brick",Yes,0,0,0,0,-451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
451,Cash loans,F,N,Y,0,112500,63000,6133.5,63000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-20095,365243,-549,-3535,,1,0,0,1,1,0,,1,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,,0.618248858,0.773895694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Cash loans,M,N,Y,1,270000,579942,42331.5,495000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.011657,-13675,-5369,-5975,-5367,,1,1,0,1,0,1,,3,1,1,TUESDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.727115973,0.690023645,0.484851475,0.0907,0.1007,0.9781,0.7008,0.0151,0,0.2069,0.1667,0.2083,0,0.0731,0.0839,0.0039,0.0117,0.0924,0.1045,0.9782,0.7125,0.0152,0,0.2069,0.1667,0.2083,0,0.0799,0.0874,0.0039,0.0124,0.0916,0.1007,0.9781,0.7048,0.0152,0,0.2069,0.1667,0.2083,0,0.0744,0.0854,0.0039,0.012,reg oper account,block of flats,0.0768,Panel,No,0,0,0,0,-2748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
453,Revolving loans,F,Y,Y,0,202500,135000,6750,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003122,-17439,-3194,-4788,-978,2,1,1,0,1,0,0,Sales staff,2,3,3,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.456421307,0.420610964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
454,Cash loans,F,N,N,0,54000,225000,22050,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,-24817,365243,-140,-4542,,1,0,0,1,1,0,,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.674169586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
455,Cash loans,F,N,N,0,45000,215640,13027.5,180000,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,0.019689,-21747,365243,-1835,-4195,,1,0,0,1,0,0,,1,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,,0.533360447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
456,Cash loans,F,N,Y,0,135000,296280,18256.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-24421,365243,-1402,-4436,,1,0,0,1,0,0,,1,3,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.62216353,0.300107757,0.0278,0,0.9702,0.592,0.0012,0,0.0345,0.0417,0.0833,0.0115,0.0219,0.0141,0.0039,0.0043,0.0284,0,0.9702,0.608,0.0012,0,0.0345,0.0417,0.0833,0.0118,0.0239,0.0147,0.0039,0.0046,0.0281,0,0.9702,0.5975,0.0012,0,0.0345,0.0417,0.0833,0.0117,0.0222,0.0143,0.0039,0.0044,reg oper account,block of flats,0.0127,"Stone, brick",No,0,0,0,0,-2081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
457,Revolving loans,M,N,Y,1,135000,180000,9000,180000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.028663,-9636,-1506,-3905,-2303,,1,1,0,1,0,0,,3,2,2,THURSDAY,15,0,0,0,1,1,0,Other,,0.676882508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
458,Cash loans,M,N,Y,0,112500,1078200,31653,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-19440,-1578,-4699,-2905,,1,1,0,1,0,0,Managers,2,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.730458611,0.838724852,0.0124,0,0.9692,0.5784,0.0416,0,0.069,0.0417,0.0417,0.0558,0.0101,0.0164,0,0,0.0126,0,0.9692,0.5949,0.042,0,0.069,0.0417,0.0417,0.0571,0.011,0.0171,0,0,0.0125,0,0.9692,0.584,0.0419,0,0.069,0.0417,0.0417,0.0568,0.0103,0.0167,0,0,reg oper account,block of flats,0.0129,"Stone, brick",No,3,0,3,0,-819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
459,Cash loans,F,N,N,1,216000,1125000,32895,1125000,Unaccompanied,Working,Higher education,Separated,With parents,0.030755,-13557,-1556,-476,-3998,,1,1,0,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.442245826,0.604936148,0.700183851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,6,0,-726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
460,Cash loans,M,N,N,0,270000,275040,13374,180000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.009549,-11809,-1054,-328,-349,,1,1,0,1,0,0,Cooking staff,2,2,2,MONDAY,12,0,1,1,0,0,0,Restaurant,,0.68601514,0.6075573,0.1485,,0.9831,,,0,0.069,0.1667,,0.0561,,0.0773,,0.0073,0.1513,,0.9831,,,0,0.069,0.1667,,0.0574,,0.0805,,0.0077,0.1499,,0.9831,,,0,0.069,0.1667,,0.0571,,0.0787,,0.0074,,,0.0624,"Stone, brick",No,0,0,0,0,-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
